Start,End,Script,P1,P2,Final,Match
275.38,279.75,that fire vortex is just gorgeous and what a great way to do it,outcome,outcome,outcome,
279.76,285.65,but what a a strong demonstration to be able to show how those flames can jump from treetop to treetop,context,context,context,
285.72,289.45,of course anything that's worth doing is worth overdoing,context,context,context,
289.54,290.87,so in the ellen show we had to make it,side note,side note,side note,
290.96,296.48,it's a little bit bigger with this spinning contraption and sometimes i'll really be honest with you,side note,side note,side note,
296.53,300.06,bigger is not necessarily better for the overall effectiveness,reflection,reflection,reflection,
300.15,311.04,i think this tabletop version is just a wonderful way to be able to demonstrate it but ,reflection,reflection,reflection,
,,it is nice to be able to have the props department at warner brothers help you with something that's just a little bit bigger as well,side note,side note,side note,
311.05,312.18,it's a fire tornado,reflection,reflection,reflection,
312.23,313.7,take all those safety precautions,reflection,reflection,reflection,
313.71,319.64,as always you can find more of our experiments that steve spangler science dot com subscribe to our you other youtube channels,self-promo,self-promo,self-promo,
319.75,328.15,six science and spangler science tv and follow us on social media and contribute and ask some of those questions we'd love to answer back,self-promo,self-promo,self-promo,
