Start,End,Script,P1,P2,Final,Match
200.77,205.28,and if you make one that might be a little too harsh you could always soften it up later,context,justification,,
205.29,207.09,so don't worry i do it all the time,context,side note,,
207.1,212.54,it's not a problem taking my spoolie and just running it through the browse,instruction,instruction,instruction,
212.61,221.02,so now i'm gonna take a clean ish concealer brush and just clean up the edges of the strokes that i just made,instruction,instruction,instruction,
221.03,225.9,if i have any mistakes or if you know you want to clean up the brow shape make it smaller,instruction,instruction,instruction,
225.91,228.62,so this is like the base of our our brow hairs,status,status,status,
228.69,231.45,we kind of gave the illusion that we have some,status,status,status,
231.52,232.13,well here's there,status,status,status,
232.14,234.28,but now we have to kind of soften it and blend it all out,status,context,,
234.29,235.94,katie's texting me right now,side note,side note,side note,
235.95,236.76,this bitch,side note,side note,side note,
236.77,242.72,she just sent me this exhibit a of my baby hairs in her video which i feel is very rude look at that,side note,side note,side note,
242.77,244.22,i mean not much is different right now,side note,side note,side note,
244.23,246.28,i still got those hairs going on strong,side note,side note,side note,
246.29,247.4,but my highlight though,side note,side note,side note,
247.47,247.98,popping,side note,side note,side note,
247.99,252.28,you're so rude to me going back into the pomade,side note,side note,side note,
252.33,262.06,i'm just going to even lighter than the first time try to blur out any hairs that maybe look a little too harsh and start to work on the shape,instruction,instruction,instruction,
262.13,267.06,so once you have the hair like texture you can kind of shape the brows a little bit more so i could see that,instruction,instruction,instruction,
267.07,269.38,there's a little discrepancy right here,instruction,instruction,instruction,
269.42,281.58,i'm just going to go in and try to blur that out and i'm not adding a lot of product,instruction,instruction,instruction,
281.59,284.77,it's very little product to get the shape see,instruction,instruction,instruction,
284.78,285.56,they're very light,status,status,status,
285.57,292.64,still we're in a darken them up but i need to get the shape with just a little bit of product because i don't want it to look too harsh like i've drawn on the brows,instruction,instruction,instruction,
292.71,297.18,we're going to kind of go into the front of the brows because i do have some sparseness here,instruction,instruction,instruction,
297.23,303.2,as you can see there's a little sparseness in this area so this is even lighter of a touch because it's the front of your brows,justification,instruction,,
303.21,306.87,you don't want to look too crazy so just light strokes upwards,instruction,instruction,instruction,
312.85,313.94,i kind of messed up there,status,status,status,
314.01,317.57,not gonna lie to you guys things happen ok if you mess up just wipe it off,side note,side note,side note,
317.58,318.47,let's keep it pushing,side note,bridge,,
324.18,325.93,strokes were a whisper,instruction,instruction,instruction,
325.98,329.65,that's how light you want to apply it in that section,instruction,instruction,instruction,
329.7,334.22,see we've got the bushiness going on in some,status,status,status,
334.23,335.68,hair growth is happening here,status,status,status,
339.25,344.95,you can continue to add more strokes in any of the sparse areas,instruction,instruction,instruction,
344.96,348.27,i haven't put a lot of product here yet because that's where i have the most hair,context,context,context,
348.28,355.01,so now i'm going to go in and justice add some hair like strokes in that area so that the color is all the same across the brow,instruction,instruction,instruction,
355.06,360.57,because this product is a little bit warmer than my brows i want to make sure it all blends together,justification,justification,,
360.62,366.48,so let's lightly go through and add some of that product,instruction,instruction,instruction,
366.49,367.22,not a lot,instruction,instruction,instruction,
367.28,371.42,so now i'm just going in and rounding out the arch,instruction,instruction,instruction,
371.47,377.42,now that the majority of my brow has hair like strokes and it all looks a little bit more like natural hairs,status,status,status,
377.43,386.18,i can use the brush to round out the arch and it'll still look pretty natural because it's a very little part of the brow that i'm just rounding out here,instruction,instruction,instruction,
391.8,392.35,look at that,status,status,status,
392.42,394.29,it looks like we have hairs,status,status,status,
394.34,397.95,when we don't look at this bro look at this brow,status,status,status,
398,400.84,this sprow this sprow hot mass,status,status,status,
407.62,409.21,i was trying to think of a word,status,status,status,
409.22,410.77,so this is the finished brow look,outcome,outcome,outcome,
410.78,412.85,i went ahead and did the other side,outcome,outcome,outcome,
412.86,415.51,same exact technique as the side that i just showed you guys,outcome,outcome,outcome,
415.52,416.77,actually a pretty easy,reflection,reflection,reflection,
416.84,422.69,the trick is to make sure to get the hair like strokes in first before you shape the brow up and that's it,reflection,reflection,reflection,
422.7,428.34,it's going to look like you have growth in places that maybe you don't have growth because i don't know,reflection,reflection,reflection,
428.35,431.81,you plucked them in eighth grade or you just don't have natural brow hairs like i thought,reflection,reflection,reflection,
431.82,432.58,i plucked all my hairs,side note,side note,side note,
432.59,436.86,but looking back at my baby photos i don't think i ever really had a lot of hair in this area,side note,side note,side note,
436.87,438.38,so technique really works for me,reflection,reflection,reflection,
438.39,439.56,that's it for this video,closing,closing,closing,
439.57,441.88,i send me photos on twitter of your bushy ass brows,side note,side note,side note,
441.89,445.54,i would love to see them and i'll see you guys in my next video,side note,side note,side note,
445.59,446.14,bye,closing,closing,closing,
