Start,End,Script,P1,P2,Final,Match
250.61,254,once that dries remove the bit of the rubber band that's in front of the barrel,instruction,instruction,instruction,
254.05,257.32,you can cut it off but i typically just push it off the front,instruction,instruction,instruction,
257.63,261.72,this next part is where it gets tricky time to grab the second pen from before,instruction,instruction,instruction,
261.77,263.67,this is going to be a reservoir,subgoal,subgoal,subgoal,
263.78,269.11,all you have to do is take your hot glue gun and glue it in such a way that it will not actually be inside of the hole you've made,instruction,instruction,instruction,
269.16,271.89,but will also be securely glued to the barrel,instruction,instruction,instruction,
274.34,279.86,now this is especially tricky with hot glue so if you prefer you can just use a couple of pieces of tape,instruction,instruction,instruction,
279.9,283.95,it also helps to remove the mechanical pencil from the big pen as you do this,instruction,instruction,instruction,
287.39,289.06,after you're done go ahead and test that,instruction,instruction,instruction,
289.07,294.48,it works by inserting a bb down the reservoir feed it into the barrel and let it fall out of the front of the gun,instruction,instruction,instruction,
294.55,297.9,if you're successful then you won't have any feeding issues down the road,instruction,instruction,instruction,
298.01,299.34,let's go ahead and test it out,subgoal,subgoal,subgoal,
300.83,307.39,place the mechanical pencil back into the barrel grab some beebies pop them into the reservoir and let them fly,instruction,instruction,instruction,
320.66,333.64,and after you got your airsoft gun made it take a can of spray paint and you got yourself anywhere or soft gun,side note,instruction,side note,
334.68,336.69,and that's how you build an airsoft gun,side note,outcome,side note,
337,342.65,i hope you guys enjoyed my first diy video and then i hope you guys enjoy your new airsoft gun,closing,closing,closing,
354.62,359.7,i've been doing airsoft for a very long time so some might say i'm a pro,side note,side note,side note,
366.39,367.12,dude,side note,side note,side note,
367.67,368.2,holy shit,side note,side note,side note,
368.21,370.48,i actually this stupid can,side note,side note,side note,
371.51,372.12,oh my,side note,side note,side note,
372.13,372.6,god,side note,side note,side note,
372.61,372.96,all right,side note,side note,side note,
372.97,373.83,set it up again,side note,side note,side note,
375.06,377.77,ok alright,side note,side note,side note,
377.78,378.47,go for it,side note,side note,side note,
383.42,385.87,you want to just do it without a baby or no,side note,side note,side note,
386.26,387.67,enjoy your new airsoft gun,side note,side note,side note,
391.68,392.21,do it again,side note,side note,side note,
392.22,394.75,ok i hope you enjoy your new air soft gun,side note,side note,side note,
398.28,399.39,he break it all,side note,side note,side note,
405.98,409.37,it's like the beginning of like a discovery channel interview or something,side note,side note,side note,
410.48,411.25,that's great,side note,side note,side note,
420.02,421.89,and after you got yourself a gun done,side note,side note,side note,
422.34,427.93,if you take a can of hairspray air spray paint and spray,side note,side note,side note,
428.86,435.19,and here you see bullet berry b bullet barry what is that,side note,side note,side note,
435.4,435.81,what do you,side note,side note,side note,
435.82,436.79,what do you call this,side note,side note,side note,
436.89,437.73,a fork,side note,side note,side note,
437.8,439.45,what's this pizza,side note,side note,side note,
439.57,440.12,hmm,side note,side note,side note,
440.99,442.32,so you're close to together,side note,side note,side note,
442.33,443.3,these two things are,side note,side note,side note,
444.81,445.37,it's good,side note,side note,side note,
447.24,447.89,it's just,side note,side note,side note,
449.05,450.47,it's just the meal,side note,side note,side note,
471.99,472.01,k,side note,side note,side note,
