Start,End,Script,P1,P2,Final,Match
329.84,336.65,i don't have them soaking i actually have them dry,context,instruction,,
,,finishing stones can be a little bit more delicate if you leave them in water for too long,,justification,,
336.66,337.95,they can actually crack,context,justification,,
338.04,339.19,as i'm sharpening,context,justification,,
339.26,348.39,i'm just constantly adding water but once i'm done i'm going to make sure i pad it dry and set it aside to air dry fully before i put it away,context,instruction,,
349.8,355.9,so just like before i'm going to start on the back fuel for the proper angle and from the tip,instruction,instruction,instruction,
355.94,363.15,i work my way down the knife in sections but this time i'm being very careful not to press too hard,instruction,instruction,instruction,
363.22,371.04,and even though i'm not pressing very hard at all you can see all this sediment starting to build up,status,effect,,
371.11,376.6,which means the stone is doing all the work and this is actually going to refine the edge make it smoother,context,effect,,
376.67,382.91,make it sharper same thing on the other side and work from the tip all the way down in sections to the heel,instruction,instruction,instruction,
383.31,391.38,now when you're using a polishing or finishing stone the longer you work on the stone the more reflective and polished that edge will become,context,context,context,
391.65,395.21,just along the edge it's going to look almost like a mirror finish,context,context,context,
395.65,398.93,for me that usually takes maybe five for ten minutes,context,context,context,
399.91,404.8,now once you're happy with the polish on your knife you've made sure that there's no burs remaining,instruction,instruction,instruction,
404.92,407.74,we're gonna take a piece of paper and test the knife,subgoal,subgoal,subgoal,
408.17,411.15,there's very little resistance as i push the knife through,status,status,status,
411.21,418.5,make sure you test the whole length of your knife so you always want to start at the heel all the way to that tip,instruction,instruction,instruction,
418.55,422.04,if there's a dull spot this paper is going to drag,context,context,context,
422.27,425.74,if there's any chips or burrs remaining it's just going to snag,context,context,context,
425.79,428.88,the thinner the paper the better of a test it is for your knife,context,tool specification,,
428.93,429.86,challenge yourself,instruction,instruction,instruction,
429.94,433.45,use thinner paper and if you can cut through that your knife is going to be pristine,instruction,instruction,instruction,
433.83,437.38,now the last thing i want to get into is this little guy right here,tool,bridge,,
437.43,439.6,this is called a stone fixer,tool ,tool,,
439.67,447.22,every single stone as you use it will eventually start to wear down and this flat surface will start to bowl,context,context,context,
447.33,454.56,so it's very important to use a stone fixer to resurface your stone work the surface as evenly as possible,instruction,instruction,instruction,
454.61,458.94,and make sure that you have a nice and flat surface to work on,instruction,instruction,instruction,
459.57,460.58,take care of your night,closing,closing,closing,
460.65,461.38,how do you take care of them,closing,closing,closing,
461.39,462.69,they'll last a long time,closing,closing,closing,
466.33,466.64,no no,closing,closing,closing,
