Start,End,Script,P1,P2,Final,Match
200.08,201.95,all right this batter is looking pretty good,status,status,status,
201.96,208.31,so now i'm going to grab my graham cracker crust and we'll pour our pumpkin cheesecake batter into our springform pan,instruction,instruction,instruction,
210.22,213.39,i'll just use my spatula to smooth out the top,instruction,instruction,instruction,
215.3,217.43,pumpkin cheesecake is now ready to bake,subgoal,subgoal,subgoal,
217.5,223.73,we are going to transfer this to our three hundred and fifty degree fahrenheit oven and bake for about forty to forty five minutes,instruction,instruction,instruction,
223.8,230.69,what you're looking for is the edges to just be beginning to turn lightly golden brown and if you touch the center of the cheesecake,context,instruction,,
230.76,233.77,it should wiggle slightly book bounce back to the touch,context,context,context,
233.84,240.01,once our cheesecake has finished baking we are going to want to let this cool completely to room temperature,instruction,instruction,instruction,
240.06,246.63,then once it's cooled you'll transfer it to your refrigerator and let it chill for at least another four to six hours,instruction,instruction,instruction,
246.72,250.12,preferably overnight to allow it to set completely,instruction,instruction,instruction,
250.37,258.2,once your pumpkin cheesecake is filled you can certainly serve it as is but i like to top mine with a simple homemade cinnamon whipped cream,instruction (optional),instruction,,
258.31,259.75,to make this whipped cream,subgoal,subgoal,subgoal,
259.79,267.62,you'll want to combine three fourths cup of heavy cream make sure that's cold one fourth cup of powdered sugar,instruction (optional),instruction,,
267.77,273.1,a half teaspoon of vanilla extract and just an eighth teaspoon of ground cinnamon,tool,instruction,,
273.41,282.22,use an electric mixer to beat the ingredients together until they're combined and then gradually increase your mixer speed to high's and beat until stiff peaks form,instruction (optional),instruction,,
284.36,288.31,now you can just dollop your whipped cream right on top of your pumpkin cheesecake if you'd like,instruction (optional),instruction (multiple),,
288.36,289.99,but i'm going to pipe mine on,instruction (optional),instruction (multiple),,
290.06,293.43,i'm using a wilton two d q tip and a piping bag,tool,tool,tool,
295.71,301.1,let's release our pumpkin cheesecake from its springform pan before we cover it with whipped cream,instruction (optional),instruction,,
302.55,305.24,and now i'll tap my pumpkin cheesecake with my whipped cream,instruction (optional),instruction,,
307.53,309.17,alright let's dig in,bridge,bridge,bridge,
317.5,322.05,and that is how you make pumpkin cheesecake from scratch,outcome,outcome,outcome,
322.12,324.04,let's go ahead and dig in,bridge,outcome,,
326.22,328.1,look at that texture guys,outcome,outcome,outcome,
328.17,330.22,this cheesecake is so good,outcome,outcome,outcome,
330.27,331.8,i really hope you will try it out,closing,closing,closing,
331.81,334.96,and if you do please let me know what you think of it,side note,side note,side note,
335.13,338.18,thank you so much for watching and i will see you next time,closing,closing,closing,
