Start,End,Script,P1,P2,Final,Match
460.8,467.59,but only needed this one small piece and then i just put it on the belt and drop my lines,instruction,instruction,instruction,
467.6,475.61,and then i repeated this process over until the whole belt was already traced out and then once i was done with that,instruction,instruction,instruction,
475.62,479.59,i took my wood burner with the the tip,tool,instruction,,
479.68,483.07,then i carefully etched in on all the lines,instruction,instruction,instruction,
483.15,494.8,that gave me this really cool bat girl fact without having to cut all the pieces individually and then glue them together because that would have been very long and tedious,effect,effect,effect,
495.19,499.98,but yeah so far so groovy and i'm getting the effect that i'm going for,status,status,status,
500.07,507.6,then i took some elastic so on on some velcro to him and they just go around the waist just like that,instruction,instruction,instruction,
507.67,517.51,and if you're wondering what color i used to the belt and the emblem is called metallic chocolate brown acrylic paint that i picked up from walmart,tool,tool,tool,
517.89,524.46,so here's a nice sexy pants shot of the whole cosplay in its complete form,outcome,outcome,outcome,
524.55,528.03,now you wanna stay tuned for the rest of the armor,side note,outcome,,
528.09,534,hopefully i can pull a double upload today but yeah check it out,side note,side note,side note,
535.5,537.55,hi guys i hope you guys take the video,closing,closing,closing,
537.74,540.79,or ladies all right ladies i hope you guys dig the video,closing,closing,closing,
540.8,545.67,i hope you guys learn something and the templates will be available,tool,closing,,
545.72,550.07,check the links in the description below if that's what you're into,tool,self-promo,,
550.22,555.11,i mean if that's what you're really into your support is greatly appreciated,closing,self-promo,,
555.12,560.1,so if you guys are buying templates for me then it really helps me out a lot,side note,self-promo,,
561.14,565.86,now i'm going to try to knock out the arms and leg video really soon,closing,self-promo,,
565.87,570.61,and we'll also do a cape tutorial because that's needs to get done,closing,self-promo,,
571.21,571.89,duh,filler,self-promo,,
571.93,573.42,and then uh yeah,filler,self-promo,,
573.43,575.7,we'll do a test fitting video really soon,closing,self-promo,,
576.69,581.94,but yeah i'm going to try to do a double upload today and try to get the arm and leg videos out tonight,closing,self-promo,,
581.95,585.03,if not tonight then be on the lookout for it tomorrow,closing,self-promo,,
585.07,586.31,you guys like what i do here,self-promo,self-promo,self-promo,
586.32,588.18,make sure you guys hit that like button,self-promo,self-promo,self-promo,
588.24,595.38,and if you want to tell me something tell me in the comments section below because i'd like to know what you're thinking,side note,self-promo,,
595.74,605.08,don't forget to like me on facebook follow me on my instagram and uh uh tweet me something and maybe i'll respond,self-promo,self-promo,self-promo,
605.59,606.32,who knows,self-promo,self-promo,self-promo,
606.63,612.74,yeah don't forget to subscribe to this channel because i got more cool interesting builds coming up,self-promo,self-promo,self-promo,
612.81,615.28,i'm going to finish up batman arkham knight,side note,self-promo,,
616.64,624.21,got some work on justice league batman too and dustrial wolverine red hood,side note,self-promo,,
624.41,625,and you know what,side note,self-promo,,
625.01,629.97,i think i may need to do an injustice to red hood helmet with y'all,side note,self-promo,,
629.98,632.8,think take that be a crazy idea,side note,self-promo,,
633.17,635.82,but anyways i guess that's it for this video,closing,closing,closing,
635.87,637.79,i'll see you guys in the next one,closing,closing,closing,
