Start,End,Script,P1,P2,Final,Match
315.91,320.58,and i thought since i have a drop ceiling and this is a bit of a unique install i'd show this,instruction,instruction,instruction,
320.63,328.81,since i had to get a little creative with the mounting i just created a bracket using some scraps that mounted to the floor joists above the drop ceiling,instruction,instruction,instruction,
329.59,337.04,so to install the projector i just use the two bolts that were included with the mount and i'll have a link to the exact amount i used in the video description,instruction,instruction,instruction,
337.27,343.34,and after installing the mount i secured the projector into place adjusted the position and then fired it up,instruction,instruction,instruction,
343.79,349.21,with that the projector screen project was done alright,status,outcome,outcome,
349.22,350.47,hopefully you guys enjoyed this one,closing,closing,closing,
350.48,356.25,this project was really simple but i am super happy with the final result and this is a massive upgrade for me,outcome,outcome,outcome,
356.26,361.47,i was running a forty two inch plasma screen prior to this so this is pretty amazing,outcome,outcome,outcome,
361.48,365.3,i feel like i'm really at the movies and you could go a lot bigger with this,reflection,outcome,outcome,
365.31,367.41,so the projector i'm using which is the bin,reflection,reflection,reflection,
367.42,368.37,qhht,reflection,reflection,reflection,
368.38,369.33,thirty fifty,reflection,reflection,reflection,
369.52,371.85,it's a fairly budget friendly projector,reflection,reflection,reflection,
371.9,376.19,it'll go up to a hundred and eighty inches diagonally so if you have the wall space,reflection,reflection,reflection,
376.2,380.18,you could build this thing as big as you want using the same techniques,reflection,reflection,reflection,
380.19,381.62,so hopefully you guys enjoyed this one,closing,closing,closing,
381.63,383.56,if you don't already check out my youtube channel,self-promo,self-promo,self-promo,
383.57,386.26,i have tons more woodworking projects over there,self-promo,self-promo,self-promo,
386.31,388.28,i put out new project videos every week,self-promo,self-promo,self-promo,
388.33,390.6,i'll have a button for you to click to go over there,self-promo,self-promo,self-promo,
390.67,394.29,and thanks again to the guys at make magazine for having me on their channel,closing,closing,closing,
394.33,395.7,all right guys until next time,closing,closing,closing,
395.75,396.52,happy building,closing,closing,closing,
