Start,End,Script,P1,P2,Final,Match
134.63,137.32,we want to protect our baby right,side note,instruction,justification,
137.49,143.66,another tip if you have a guitar strap don't keep it on the guitar in the case because it can ruin the finish,instruction,tip,warning,
143.73,144.7,so keep that outside,instruction,tip,instruction,
144.71,150.98,when you're not playing it about once or twice a year you're also going to want to lubricate these tuners as well as the nut,instruction,instruction,instruction,
151.05,155.43,now the nut is this little piece right here that the strings slot through,context,status,status,
155.48,161.85,now between the tuners and the nutbeam properly lubricated the guitar is going to stay in tune much better,effect,effect,effect,
161.9,167.11,alright so they're eventually comes a time where you're going to need to put new strings on the guitar,subgoal,context,context,
167.16,171.81,i tend to do it about every three months or so but basically when the string start to darken,instruction,context,context,
171.82,173.05,get a little gunky,instruction,context,context,
173.14,176.15,the guitar is not sounding as bright and vibrant,instruction,context,context,
176.2,178.37,you're gonna need to put some new strings on,instruction,context,context,
178.74,181.61,a great tool for that is one of these string winders,tool,tool,tool,
181.66,185.6,and this one's particularly cool because it's a winder string cutter,tool,tool,tool,
185.67,190.38,and then also there's a little groove right here that helps pull the pin out of the bridge,tool,tool,tool,
190.39,195.48,now when i change strings on the guitar i replace one string at a time,instruction,justification,instruction,
,,because of the tension on the neck,justification,justification,justification,
195.49,198.84,and the body stays relatively the same which is just good for the guitar,justification,effect,effect,
198.93,204.32,now there are instances where you take all the strings off and that may be when you want to clean the fret board,instruction,status,context,
204.33,207.66,but we're going to just take this first string and i'm going to loosen the string,instruction,instruction,instruction,
207.71,209.3,loosen the tension way down,instruction,instruction,instruction,
211.9,217.71,yeah you have to unwind it all the way off the peg but just nice and loose right then,instruction,instruction,instruction,
217.72,220.34,with the same tool i'm just going to cut,instruction,instruction,instruction,
220.35,222.41,you know somewhere around the middle's no big deal,instruction,instruction,instruction,
222.48,228.59,there's no exact science but you want that string loose so it doesn't come and whack you in the face,instruction,instruction,instruction,
228.9,230.53,and you don't want to learn that the hard way,context,context,context,
230.6,237.77,so then i just unwind the string off throw it in the ground so i can step on it with the other legos that are down there,instruction,instruction,instruction,
237.82,239.75,and then this pin right here,instruction,instruction,instruction,
240.02,246.19,we're going to use this tool and the groove goes right underneath and you just can pull it right up and bam,instruction,instruction,instruction,
246.26,246.71,it's bridge pin comes right out,effect,effect,effect,
246.72,251.2, and i dropped it and you pull the string out,instruction,instruction,instruction,
251.21,253.75,you throw that on the ground so you can step on that in the middle of the night,side note,side note,side note,
253.8,254.12,all right,filler,bridge,bridge,
254.13,260.35,now i have a fresh string and in the end there's a little metal ball that's going to go into this hole here in the bridge,instruction,instruction,instruction,
261,264.03,and then the pin that i was talking about that we pulled out,instruction,instruction,instruction,
264.26,271.92,it has a little groove on one side of it and the groove is meant for the string to fit right into it,instruction,instruction,instruction,
272.62,279.25,o what you want to do is you put the ball into the bridge right there and then with the groove facing the string,instruction,instruction,instruction,
279.6,280.81,you put the pin in,instruction,instruction,instruction,
280.92,282.11,so i'm pushing the pin in,instruction,instruction,instruction,
282.12,286.61,as i'm pulling the string pushing down pulling the string out so it's nice and tight,instruction,instruction,instruction,
286.65,287.27,right,instruction,instruction,instruction,
288.18,296.15,then you're going to thread it through this tuning peg here and then it just fits right in the hole,instruction,instruction,instruction,
297.82,303.17,and you can start by pulling it all the way through but you're actually going to want some slack,instruction,instruction,instruction,
303.22,304.18,how much slack,instruction,instruction,instruction,
304.19,312.17,well there's not an exact science but you'd like to be able to wrap the string around the tuner three or four times,instruction,instruction,instruction,
312.22,318.61,so what i tend to do is i pull it all the way and then i would press a finger down right here,tip,instruction,tip,
318.94,325.03,and then my other finger up and however much tension that is is usually about the right amount like that,tip,instruction,tip,
325.1,329.91,i'm going to press down on the string and then with my thumb find it and other fingers,instruction,instruction,instruction,
329.92,335.14,i'm just pulling up just enough so it's i don't know an inch and a half off the fret board there,instruction,instruction,instruction,
336.65,341.26,and so i'm just going to press down south that the rap is nice and tight right there,instruction,instruction,instruction,
341.45,349.11,i take this and then we just start wrapping up,instruction,instruction,instruction,
350.44,358.01,another good tip if you're a beginner and you're doing this doing one string at a time helps you visualize the direction that the other strings are wound in,tip,tip,tip,
358.06,361.52,next thing you're going to pull pull on that,instruction,instruction,instruction,
361.9,367.61,you're also going to come back here and press down make sure the pin is down pull on that,instruction,instruction,instruction,
367.62,368.68,and then tune again,instruction,instruction,instruction,
370.97,373.54,now what i recommend is you clip these at the very end,tip,tip,tip,
373.55,378.18,after the whole guitars restrung and you've made sure that all the right strings are in the right place,tip,tip,tip,
378.24,379.66,it's turned to the right way,tip,tip,tip,
379.72,383.24,because once you clip this you're never going to be able to use the string again,tip,tip,tip,
383.25,386.3,there won't be enough slack to re put it on if you did something wrong,tip,tip,tip,
386.35,388.76,so at the very end the guitar is in tune,tip,tip,tip,
388.81,390.6,it's polished it's playing great,tip,tip,tip,
390.75,393.3,the very end you're going to flip the strings off,tip,tip,tip,
393.37,399.29,you can just clip it snippet and you're ready to rock it,tip,tip,tip,
401.64,403.75,alright you guys thanks so much for watching,closing,closing,closing,
403.82,409.41,now if you're looking for tools to help maintain your instrument you can find them at the accessory section of reverb,side note,side note,side note,
409.45,415.44,once you've found your acoustic guitar on reverb they have a wide variety of accessories to keep yours in tip top shape,side note,side note,side note,
415.5,420.31,they're an amazing partner that provide great opportunities for you guys to research and find your first second,side note,side note,side note,
420.32,421.77,or even twentieth guitar,side note,side note,side note,
421.81,427.25,if you're preparing for an axe upgrade you can also sell your old instruments and gear on their site,side note,side note,side note,
427.42,429.69,and it's not just for buying and selling,side note,side note,side note,
429.74,433.09,reverb has in depth reviews how to use and price guides,side note,side note,side note,
433.3,436.43,basically anything you need to make an informed decision,side note,side note,side note,
436.48,439.27,it's super easy to use and provides a great experience,side note,side note,side note,
439.28,440.69,and you know you have to leave your room,side note,side note,side note,
440.74,445.97,and also a quick reminder of the reverbs giving away five hundred dollars in reverb bucks to one of my subscribers,side note,side note,side note,
446.02,449.61,so check the info box below for the link to take you there,side note,side note,side note,
449.68,452.82,and thanks again for watching k,closing,closing,closing,
