Start,End,Script,P1,P2,Final,Match
243.14,245.43,and if you're out of alignment a little bit,context,instruction,instruction,
245.44,249.89,with that tmj dysfunction you want to kind of move it so it's lined up,context,instruction,instruction,
249.95,254.36,i'm going to turn sideways so you can see these stretches from from the side,instruction,instruction,instruction,
254.41,261.58,so the first one is you're going to put the palm of your hand underneath your jaw and you're going to push upwards,instruction,instruction,instruction,
261.79,265.42,not hard maybe a twenty to thirty percent of pressure,instruction,effect,instruction,
265.53,271.24,so you're not moving the jaw but you're keeping your activating those jaw muscles to keep it in one spot,context,instruction,instruction,
271.29,277.61,so right here i'm gonna tell you a little bit a little a little bit of space between my teeth,instruction,instruction,instruction,
277.94,279.18,and just pushing up,instruction,instruction,instruction,
282.46,285.48,so about three to five seconds and do that five times,instruction,instruction,instruction,
285.49,295.31,so just here and pushing the next one is going to now be pulling down,subgoal,subgoal,subgoal,
295.64,300.43,make sure that you don't bite on your fingers with this one so you might have to open it up just a little bit more,warning,warning,warning,
300.48,306.43,but make sure that jaw is in a much alignment as you can place your finger on the bottom side of your teeth,instruction,instruction,instruction,
306.5,308.63,and now you're going to pull downwards,instruction,instruction,instruction,
313.93,315.75,so again in about three to five seconds,instruction,instruction,instruction,
315.76,320.49,not as hard as you can but just so you feel that those muscles are activating and working,instruction,instruction,instruction,
325.78,,so again in about three to five seconds five times and ,instruction,instruction,instruction,
,333.43,then the last two are going to be pushing the jaw inwards,subgoal,instruction,subgoal,
333.47,337.81,so make sure you just put that palm of your hand right on that lower portion of the jaw,instruction,instruction,instruction,
337.86,339.82,try and keep everything in alignment,instruction,instruction,instruction,
340.16,341.87,and now i'm pushing in that way,instruction,instruction,instruction,
346.89,348.14,three to five seconds,instruction,instruction,instruction,
348.31,358.63,go ahead and switch size in between so it can take a little have a little break in doing that five times on each side,instruction,instruction,instruction,
358.67,361.74,so those were your stretches and exercises for tmj pain,closing,outcome,closing,
361.79,366.5,so just remember when you're doing those exercises at the end those are isometric exercises,reflection,reflection,reflection,
366.57,371.6,so the jaw should stay in one spot so you're not pushing it over is staying in one spot,reflection,reflection,reflection,
371.61,373.16,just getting pressure on it,reflection,reflection,reflection,
373.37,379.24,so if you'd like to help support our channel you can click up here and we'd like to do a couple wall of things,self-promo,self-promo,self-promo,
379.33,382.1,we got kk vaccaro and sue em,self-promo,self-promo,self-promo,
382.11,386.86,thank you so much for your support and please subscribe to our channel down here,self-promo,self-promo,self-promo,
386.96,391.97,remember be safe keep it in alignment's have fun and i hope you feel better soon,closing,closing,closing,
