Start,End,Script,P1,P2,Final,Match
287.47,289.58,that's exactly what you're looking for,instruction,instruction,instruction,
289.65,295.29,i love to use these types of racks because it's great for if you get icing everywhere,tool specification,tool ,tool ,
295.3,301.86,just kind of drizzles down right onto the cake and then ,context,tool specification,status,
301.95,304.47,once it's perfectly clean and it's doctor dripping down then you can transfer it to your cake platter,instruction,instruction,instruction,
304.51,315.38,so i'm going to go right up under the cake and i'm going to transfer it right to the center very carefully to make sure that the cake ends up like so,instruction,instruction,instruction,
315.47,322.94,i have some beautiful candied cranberries that are perfectly in season and look so beautiful with this cake,tool,tool,tool,
322.99,329.88,and i just love kind of decoratively putting these right on top of the cake in a beautiful round pattern,instruction,instruction,instruction,
330.33,331.45,didn't have fun with this,instruction,instruction,instruction,
331.46,338.22,don't take it too seriously baking is just supposed to be about creating new memories and having a great time in the kitchen,instruction,instruction,instruction,
338.86,341.69,so look how beautiful our cake turned out,outcome,outcome,outcome,
341.7,347.31,the colors are sensational and really pop and make your holiday feel so festive,outcome,outcome,outcome,
347.38,350.33,i love to actually bake two of these because of the first,reflection,reflection,reflection,
350.34,357.99,one goes so quick at our new year's eve party that i love to kind of send our guest home with an extra piece as a party favor,reflection,reflection,reflection,
358.06,359.65,make sure you try this recipe,closing,closing,closing,
359.66,361.75,it's been in my family for years,closing,closing,closing,
361.84,364.31,i love it and i know you will love it as well,closing,closing,closing,
