Start,End,Script,P1,P2,Final,Match
222.15,225.89,cake pops are so yummy and and so pretty right,side note,side note,side note,
227.55,229.81,so i'm just going to add some here right there,instruction,instruction,instruction,
231.19,233.18,ok so we got one cake pop in,status,status,status,
233.25,234.62,now let's draw the other one,subgoal,subgoal,subgoal,
234.63,236.62,so the other one is also going to be as slamp,instruction,instruction,instruction,
236.63,241.02,it's going to slap at the other way and so i'm just going to give this one a drizzle,instruction,instruction,instruction,
241.03,242.18,a nice drizzle,instruction,instruction,instruction,
242.19,247.8,so let's say it start by right here and just going to randomly help however you,instruction,instruction,instruction,
248.69,250.04,there's no right or wrong way,instruction,instruction,instruction,
250.05,253.6,just nice curves all the way across,instruction,instruction,instruction,
254.37,256.55,and because once again it's at a slant,instruction,instruction,instruction,
257.03,273.47,before we do that let's add our sprinkles to our nice yummy cake pop up so you can pop some out right here just to give it some volume,instruction,instruction,instruction,
275.1,276.44,maybe that's enough,instruction,instruction,instruction,
277.18,281.39,so we got our little drizzle on top of this cake pop and then from there,instruction,instruction,instruction,
281.58,283.31,once again because it's at a slant,justification,instruction,justification,
283.32,289.02,i'm just gonna give it these cute laughing eyes but it's also a slants,instruction,instruction,instruction,
289.03,291.72,another one right here here,instruction,instruction,instruction,
293.56,301.37,and when we come back in here and give it some lashes and just come in here a little for anchor,instruction,instruction,instruction,
301.46,307.47,and of course a cute sweet smile and cap it off,instruction,instruction,instruction,
308.12,312.11,ok so now that we've got the faces in let's come in here and draw,status,status,status,
312.12,314.17,the sticks of these cake pops are on,subgoal,subgoal,subgoal,
314.24,318.53,so imagine this is the cake pops are everything is going to be at this angle,instruction,instruction,instruction,
318.54,319.23,just imagine,context,context,context,
319.24,320.32,kind of like drawing a tea,context,context,context,
320.33,323.29,the eyes are the top so come right here,context,context,context,
323.3,324.51,this would be the center,instruction,instruction,instruction,
326.06,328.51,a little line a little curve i mean,instruction,instruction,instruction,
328.84,332.96,and i'm going to start to draw a straight a line at an angle,instruction,instruction,instruction,
335.49,340.05,so straight as i can i like that,instruction,instruction,instruction,
341.08,342.69,so same thing on this side,instruction,instruction,instruction,
342.7,348.01,so this is going to be your center right between the eyes so above right there,instruction,instruction,instruction,
348.78,351.21,and then i'm going to draw my line,instruction,instruction,instruction,
356.55,359.92,i like that and so you don't have to keep going,instruction,instruction,instruction,
359.93,362.2,i'm just going to end it like a like that,instruction,instruction,instruction,
362.29,366.86,and then from there i'm going to add a little bow,subgoal,subgoal,subgoal,
366.99,370.31,i should have a nice big bowl right here just to decorate them,subgoal,tool,subgoal,
370.35,375.62,so right here right under the cake pop i'm going to add a beautiful bow,instruction,instruction,instruction,
375.97,377.68,so these are the loops,instruction,status,status,
380.56,,thank you jacek you fans for helping me figure out how to say these things say what these are,side note,side note,side note,
,394.26,and this is the tail of my go right here,instruction,status,instruction,
394.77,402.97,so however you want to draw it add one more right here for her,instruction,instruction,instruction,
403.72,410.66,so maybe her bow is a little bit smaller different kind of bow wherever you want it,instruction,instruction,instruction,
411.79,423.47,and so there are my sweet dressing cupcake pops,outcome,instruction,outcome,
423.54,427.71,hope you guys love them and let me know the comments below which one is your favorite,self-promo,self-promo,self-promo,
427.78,436.19,thanks so much for watching and if you love them please give me a thumbs up and share it and remember to subscribe so you won't miss any new draw so cute videos,self-promo,self-promo,self-promo,
436.28,437.44,see you later,closing,closing,closing,
