Start,End,Script,P1,P2,Final,Match
268.52,276.11,i don't really have one of those whole punch machines right now to cut those so i'm just going to fold it down and the best as i can,instruction,instruction,instruction,
276.98,279.77,don't put any hair in there because that's kind of weird,side note,side note,side note,
280.56,282.81,my hair is is getting everywhere today huh,side note,side note,side note,
283.08,286.84,and what i'm going to do is i'm going to take my tape,instruction,instruction,instruction,
286.88,293.36,let's take a little good piece of it and i'm just going to stick it on right there,instruction,instruction,instruction,
293.43,296.24,i'm whoops,side note,filler,filler,
301.94,303.59,so this is my feedback,status,context,status,
303.66,310.01,and if you wanted to do something extra you can do is you can take a little marker and you can just write two,instruction (optional),instruction,instruction (optional),
310.02,325.86,and from you know if you want to do that so you can write two you you from me me too,instruction (optional),instruction,instruction (optional),
329.46,336.37,so that's just another idea if you are making this for valentine's day or if you just want to give someone a gift in a cute little bag,outcome,context,reflection,
336.58,338.79,so thank you guys for watching so much,closing,closing,closing,
338.84,342.21,these are my other examples that i've made,outcome,outcome,outcome,
342.3,344.43,you can obviously make these out of magazines,reflection,reflection,reflection,
344.44,346.37,it's the same technique,reflection,reflection,reflection,
346.38,351.41,the same thing is that these are a little bigger and they're super cute super adorable,reflection,reflection,reflection,
351.48,359.35,so if you like this video please give it a thumbs up and remember to subscribe because i post new videos every single week,self-promo,self-promo,self-promo,
359.46,361.43,thank you guys for watching and i'll see you next week,closing,closing,closing,
361.44,362.2,bye bye,closing,closing,closing,
